Wvlgth nm,Global tilt  W*m-2*nm-1,photon energy (J),photon flux (s-1 m-2 nm-1)
564.0,1.5106E+00,3.52212E-19,4.2889E+18
565.0,1.5201E+00,3.51588E-19,4.3235E+18
566.0,1.4374E+00,3.50967E-19,4.0955E+18
567.0,1.5320E+00,3.50348E-19,4.3728E+18
568.0,1.5180E+00,3.49731E-19,4.3405E+18
569.0,1.4807E+00,3.49117E-19,4.2413E+18
570.0,1.4816E+00,3.48504E-19,4.2513E+18
571.0,1.4331E+00,3.47894E-19,4.1194E+18
572.0,1.5134E+00,3.47286E-19,4.3578E+18
573.0,1.5198E+00,3.4668E-19,4.3839E+18
574.0,1.5119E+00,3.46076E-19,4.3687E+18
575.0,1.4777E+00,3.45474E-19,4.2773E+18
576.0,1.4654E+00,3.44874E-19,4.2491E+18
577.0,1.5023E+00,3.44276E-19,4.3636E+18
578.0,1.4560E+00,3.43681E-19,4.2365E+18
579.0,1.4770E+00,3.43087E-19,4.3050E+18
580.0,1.5020E+00,3.42496E-19,4.3855E+18
581.0,1.5089E+00,3.41906E-19,4.4132E+18
582.0,1.5320E+00,3.41319E-19,4.4885E+18
583.0,1.5479E+00,3.40733E-19,4.5428E+18
584.0,1.5448E+00,3.4015E-19,4.5415E+18
585.0,1.5324E+00,3.39568E-19,4.5128E+18
586.0,1.4953E+00,3.38989E-19,4.4111E+18
587.0,1.5281E+00,3.38411E-19,4.5155E+18
588.0,1.4934E+00,3.37836E-19,4.4205E+18
589.0,1.2894E+00,3.37262E-19,3.8231E+18
590.0,1.3709E+00,3.36691E-19,4.0717E+18
591.0,1.4662E+00,3.36121E-19,4.3621E+18
592.0,1.4354E+00,3.35553E-19,4.2777E+18
593.0,1.4561E+00,3.34987E-19,4.3467E+18
594.0,1.4491E+00,3.34423E-19,4.3331E+18
595.0,1.4308E+00,3.33861E-19,4.2856E+18
596.0,1.4745E+00,3.33301E-19,4.4239E+18
597.0,1.4788E+00,3.32743E-19,4.4443E+18
598.0,1.4607E+00,3.32186E-19,4.3972E+18
599.0,1.4606E+00,3.31632E-19,4.4043E+18
600.0,1.4753E+00,3.31079E-19,4.4560E+18
601.0,1.4579E+00,3.30528E-19,4.4108E+18
602.0,1.4360E+00,3.29979E-19,4.3518E+18
603.0,1.4664E+00,3.29432E-19,4.4513E+18
604.0,1.4921E+00,3.28887E-19,4.5368E+18
605.0,1.4895E+00,3.28343E-19,4.5364E+18
606.0,1.4822E+00,3.27801E-19,4.5216E+18
607.0,1.4911E+00,3.27261E-19,4.5563E+18
608.0,1.4862E+00,3.26723E-19,4.5488E+18
609.0,1.4749E+00,3.26186E-19,4.5216E+18
610.0,1.4686E+00,3.25652E-19,4.5097E+18
611.0,1.4611E+00,3.25119E-19,4.4941E+18
612.0,1.4831E+00,3.24587E-19,4.5692E+18
613.0,1.4621E+00,3.24058E-19,4.5118E+18
614.0,1.4176E+00,3.2353E-19,4.3817E+18
615.0,1.4697E+00,3.23004E-19,4.5501E+18
616.0,1.4310E+00,3.2248E-19,4.4375E+18
617.0,1.4128E+00,3.21957E-19,4.3882E+18
618.0,1.4664E+00,3.21436E-19,4.5620E+18
619.0,1.4733E+00,3.20917E-19,4.5909E+18
620.0,1.4739E+00,3.20399E-19,4.6002E+18
621.0,1.4802E+00,3.19883E-19,4.6273E+18
622.0,1.4269E+00,3.19369E-19,4.4679E+18
623.0,1.4165E+00,3.18856E-19,4.4424E+18
624.0,1.4118E+00,3.18345E-19,4.4348E+18
625.0,1.4026E+00,3.17836E-19,4.4130E+18
626.0,1.4012E+00,3.17328E-19,4.4156E+18
627.0,1.4417E+00,3.16822E-19,4.5505E+18
628.0,1.3631E+00,3.16318E-19,4.3093E+18
629.0,1.4114E+00,3.15815E-19,4.4691E+18
630.0,1.3924E+00,3.15313E-19,4.4159E+18
631.0,1.4161E+00,3.14814E-19,4.4982E+18
632.0,1.3638E+00,3.14316E-19,4.3390E+18
633.0,1.4508E+00,3.13819E-19,4.6230E+18
634.0,1.4284E+00,3.13324E-19,4.5589E+18
635.0,1.4458E+00,3.12831E-19,4.6217E+18
636.0,1.4128E+00,3.12339E-19,4.5233E+18
637.0,1.4610E+00,3.11848E-19,4.6850E+18
638.0,1.4707E+00,3.1136E-19,4.7235E+18
639.0,1.4646E+00,3.10872E-19,4.7113E+18
640.0,1.4340E+00,3.10387E-19,4.6200E+18
641.0,1.4348E+00,3.09902E-19,4.6298E+18
642.0,1.4376E+00,3.0942E-19,4.6461E+18
643.0,1.4525E+00,3.08939E-19,4.7016E+18
644.0,1.4462E+00,3.08459E-19,4.6885E+18
645.0,1.4567E+00,3.07981E-19,4.7298E+18
646.0,1.4150E+00,3.07504E-19,4.6016E+18
647.0,1.4086E+00,3.07029E-19,4.5878E+18
648.0,1.3952E+00,3.06555E-19,4.5512E+18
649.0,1.3519E+00,3.06082E-19,4.4168E+18
650.0,1.3594E+00,3.05612E-19,4.4481E+18
651.0,1.4447E+00,3.05142E-19,4.7345E+18
652.0,1.3871E+00,3.04674E-19,4.5527E+18
653.0,1.4311E+00,3.04207E-19,4.7044E+18
654.0,1.4153E+00,3.03742E-19,4.6595E+18
655.0,1.3499E+00,3.03279E-19,4.4510E+18
656.0,1.1851E+00,3.02816E-19,3.9136E+18
657.0,1.2393E+00,3.02355E-19,4.0988E+18
658.0,1.3855E+00,3.01896E-19,4.5893E+18
659.0,1.3905E+00,3.01438E-19,4.6129E+18
660.0,1.3992E+00,3.00981E-19,4.6488E+18
661.0,1.3933E+00,3.00526E-19,4.6362E+18
662.0,1.3819E+00,3.00072E-19,4.6052E+18
663.0,1.3844E+00,2.99619E-19,4.6205E+18
664.0,1.3967E+00,2.99168E-19,4.6686E+18
665.0,1.4214E+00,2.98718E-19,4.7583E+18
666.0,1.4203E+00,2.98269E-19,4.7618E+18
667.0,1.4102E+00,2.97822E-19,4.7350E+18
668.0,1.4150E+00,2.97376E-19,4.7583E+18
669.0,1.4394E+00,2.96932E-19,4.8476E+18
670.0,1.4196E+00,2.96489E-19,4.7880E+18
671.0,1.4169E+00,2.96047E-19,4.7861E+18
672.0,1.3972E+00,2.95606E-19,4.7266E+18
673.0,1.4094E+00,2.95167E-19,4.7749E+18
674.0,1.4074E+00,2.94729E-19,4.7752E+18
675.0,1.3958E+00,2.94293E-19,4.7429E+18
676.0,1.4120E+00,2.93857E-19,4.8051E+18
677.0,1.3991E+00,2.93423E-19,4.7682E+18
678.0,1.4066E+00,2.9299E-19,4.8008E+18
679.0,1.3947E+00,2.92559E-19,4.7672E+18
680.0,1.3969E+00,2.92129E-19,4.7818E+18
681.0,1.3915E+00,2.917E-19,4.7703E+18
682.0,1.3981E+00,2.91272E-19,4.8000E+18
683.0,1.3830E+00,2.90846E-19,4.7551E+18
684.0,1.3739E+00,2.9042E-19,4.7307E+18
685.0,1.3748E+00,2.89996E-19,4.7407E+18
686.0,1.3438E+00,2.89574E-19,4.6406E+18
687.0,9.6824E-01,2.89152E-19,3.3485E+18
688.0,1.1206E+00,2.88732E-19,3.8811E+18
689.0,1.1278E+00,2.88313E-19,3.9117E+18
690.0,1.1821E+00,2.87895E-19,4.1060E+18
691.0,1.2333E+00,2.87478E-19,4.2901E+18
692.0,1.2689E+00,2.87063E-19,4.4203E+18
693.0,1.2609E+00,2.86649E-19,4.3988E+18
694.0,1.2464E+00,2.86236E-19,4.3545E+18
695.0,1.2714E+00,2.85824E-19,4.4482E+18
696.0,1.2684E+00,2.85413E-19,4.4441E+18
697.0,1.3403E+00,2.85004E-19,4.7027E+18
698.0,1.3192E+00,2.84595E-19,4.6354E+18
699.0,1.2918E+00,2.84188E-19,4.5456E+18
700.0,1.2823E+00,2.83782E-19,4.5186E+18
701.0,1.2659E+00,2.83377E-19,4.4672E+18
702.0,1.2674E+00,2.82974E-19,4.4789E+18
703.0,1.2747E+00,2.82571E-19,4.5111E+18
704.0,1.3078E+00,2.8217E-19,4.6348E+18
705.0,1.3214E+00,2.81769E-19,4.6896E+18
706.0,1.3144E+00,2.8137E-19,4.6714E+18
707.0,1.3090E+00,2.80972E-19,4.6588E+18
708.0,1.3048E+00,2.80576E-19,4.6504E+18
709.0,1.3095E+00,2.8018E-19,4.6738E+18
710.0,1.3175E+00,2.79785E-19,4.7090E+18
711.0,1.3155E+00,2.79392E-19,4.7084E+18
712.0,1.3071E+00,2.78999E-19,4.6850E+18
713.0,1.2918E+00,2.78608E-19,4.6366E+18
714.0,1.3029E+00,2.78218E-19,4.6830E+18
715.0,1.2587E+00,2.77829E-19,4.5305E+18
716.0,1.2716E+00,2.77441E-19,4.5833E+18
717.0,1.1071E+00,2.77054E-19,3.9960E+18
718.0,1.0296E+00,2.76668E-19,3.7214E+18
719.0,9.2318E-01,2.76283E-19,3.3414E+18
720.0,9.8550E-01,2.75899E-19,3.5720E+18
721.0,1.0861E+00,2.75517E-19,3.9420E+18
722.0,1.2407E+00,2.75135E-19,4.5094E+18
723.0,1.1444E+00,2.74754E-19,4.1652E+18
724.0,1.0555E+00,2.74375E-19,3.8469E+18
725.0,1.0380E+00,2.73997E-19,3.7884E+18
726.0,1.0813E+00,2.73619E-19,3.9518E+18
727.0,1.0850E+00,2.73243E-19,3.9708E+18
728.0,1.0400E+00,2.72867E-19,3.8114E+18
729.0,1.0466E+00,2.72493E-19,3.8408E+18
730.0,1.1285E+00,2.7212E-19,4.1471E+18
731.0,1.0703E+00,2.71748E-19,3.9386E+18
732.0,1.1534E+00,2.71376E-19,4.2502E+18
733.0,1.1962E+00,2.71006E-19,4.4139E+18
734.0,1.2357E+00,2.70637E-19,4.5659E+18
735.0,1.2178E+00,2.70269E-19,4.5059E+18
736.0,1.2059E+00,2.69901E-19,4.4679E+18
737.0,1.2039E+00,2.69535E-19,4.4666E+18
738.0,1.2269E+00,2.6917E-19,4.5581E+18
739.0,1.1905E+00,2.68806E-19,4.4288E+18
740.0,1.2195E+00,2.68443E-19,4.5429E+18
741.0,1.2148E+00,2.6808E-19,4.5315E+18
742.0,1.2153E+00,2.67719E-19,4.5395E+18
743.0,1.2405E+00,2.67359E-19,4.6398E+18
744.0,1.2503E+00,2.66999E-19,4.6828E+18
745.0,1.2497E+00,2.66641E-19,4.6868E+18
746.0,1.2470E+00,2.66283E-19,4.6830E+18
747.0,1.2477E+00,2.65927E-19,4.6919E+18
748.0,1.2401E+00,2.65571E-19,4.6696E+18
749.0,1.2357E+00,2.65217E-19,4.6592E+18
750.0,1.2341E+00,2.64863E-19,4.6594E+18
751.0,1.2286E+00,2.64511E-19,4.6448E+18
752.0,1.2330E+00,2.64159E-19,4.6676E+18
753.0,1.2266E+00,2.63808E-19,4.6496E+18
754.0,1.2420E+00,2.63458E-19,4.7142E+18
755.0,1.2383E+00,2.63109E-19,4.7064E+18
756.0,1.2232E+00,2.62761E-19,4.6552E+18
757.0,1.2221E+00,2.62414E-19,4.6571E+18
758.0,1.2295E+00,2.62068E-19,4.6915E+18
759.0,1.1945E+00,2.61723E-19,4.5640E+18
760.0,2.6604E-01,2.61378E-19,1.0178E+18
761.0,1.5396E-01,2.61035E-19,5.8981E+17
762.0,6.8766E-01,2.60692E-19,2.6378E+18
763.0,3.7952E-01,2.60351E-19,1.4577E+18
764.0,5.3878E-01,2.6001E-19,2.0722E+18
765.0,6.8601E-01,2.5967E-19,2.6419E+18
766.0,8.1461E-01,2.59331E-19,3.1412E+18
767.0,9.7417E-01,2.58993E-19,3.7614E+18
768.0,1.1138E+00,2.58656E-19,4.3061E+18
769.0,1.1278E+00,2.58319E-19,4.3659E+18
770.0,1.1608E+00,2.57984E-19,4.4995E+18
771.0,1.1686E+00,2.57649E-19,4.5356E+18
772.0,1.1778E+00,2.57315E-19,4.5773E+18
773.0,1.1771E+00,2.56983E-19,4.5805E+18
774.0,1.1771E+00,2.5665E-19,4.5864E+18
775.0,1.1771E+00,2.56319E-19,4.5923E+18
776.0,1.1798E+00,2.55989E-19,4.6088E+18
777.0,1.1727E+00,2.5566E-19,4.5870E+18
778.0,1.1713E+00,2.55331E-19,4.5874E+18
779.0,1.1765E+00,2.55003E-19,4.6137E+18
780.0,1.1636E+00,2.54676E-19,4.5689E+18
781.0,1.1607E+00,2.5435E-19,4.5634E+18
782.0,1.1662E+00,2.54025E-19,4.5909E+18
783.0,1.1614E+00,2.537E-19,4.5778E+18
784.0,1.1536E+00,2.53377E-19,4.5529E+18
785.0,1.1586E+00,2.53054E-19,4.5785E+18
786.0,1.1592E+00,2.52732E-19,4.5867E+18
787.0,1.1450E+00,2.52411E-19,4.5363E+18
788.0,1.1305E+00,2.52091E-19,4.4845E+18
789.0,1.1257E+00,2.51771E-19,4.4711E+18
790.0,1.0910E+00,2.51453E-19,4.3388E+18
791.0,1.1058E+00,2.51135E-19,4.4032E+18
792.0,1.0953E+00,2.50818E-19,4.3669E+18
793.0,1.0875E+00,2.50501E-19,4.3413E+18
794.0,1.0972E+00,2.50186E-19,4.3855E+18
795.0,1.0932E+00,2.49871E-19,4.3751E+18
796.0,1.0742E+00,2.49557E-19,4.3044E+18
797.0,1.0913E+00,2.49244E-19,4.3784E+18
798.0,1.1121E+00,2.48932E-19,4.4675E+18
799.0,1.0905E+00,2.4862E-19,4.3862E+18
800.0,1.0725E+00,2.48309E-19,4.3192E+18
801.0,1.0843E+00,2.47999E-19,4.3722E+18
802.0,1.0856E+00,2.4769E-19,4.3829E+18
803.0,1.0657E+00,2.47382E-19,4.3079E+18
804.0,1.0782E+00,2.47074E-19,4.3639E+18
805.0,1.0545E+00,2.46767E-19,4.2733E+18
806.0,1.0974E+00,2.46461E-19,4.4526E+18
807.0,1.0859E+00,2.46155E-19,4.4114E+18
808.0,1.0821E+00,2.45851E-19,4.4014E+18
809.0,1.0548E+00,2.45547E-19,4.2957E+18
810.0,1.0559E+00,2.45244E-19,4.3055E+18
811.0,1.0533E+00,2.44941E-19,4.3002E+18
812.0,1.0268E+00,2.4464E-19,4.1972E+18
813.0,1.0086E+00,2.44339E-19,4.1279E+18
814.0,9.0356E-01,2.44039E-19,3.7025E+18
815.0,8.9523E-01,2.43739E-19,3.6729E+18
816.0,8.3216E-01,2.43441E-19,3.4183E+18
817.0,8.5183E-01,2.43143E-19,3.5034E+18
818.0,8.2259E-01,2.42845E-19,3.3873E+18
819.0,9.0519E-01,2.42549E-19,3.7320E+18
820.0,8.6188E-01,2.42253E-19,3.5578E+18
821.0,9.9764E-01,2.41958E-19,4.1232E+18
822.0,9.5157E-01,2.41664E-19,3.9376E+18
823.0,6.7271E-01,2.4137E-19,2.7870E+18
824.0,9.3506E-01,2.41077E-19,3.8787E+18
825.0,9.6935E-01,2.40785E-19,4.0258E+18
826.0,9.3381E-01,2.40493E-19,3.8829E+18
827.0,9.8465E-01,2.40203E-19,4.0992E+18
828.0,8.4979E-01,2.39912E-19,3.5421E+18
829.0,9.2930E-01,2.39623E-19,3.8782E+18
830.0,9.1601E-01,2.39334E-19,3.8273E+18
831.0,9.2392E-01,2.39046E-19,3.8650E+18
832.0,8.9426E-01,2.38759E-19,3.7455E+18
833.0,9.5650E-01,2.38472E-19,4.0109E+18
834.0,9.3412E-01,2.38186E-19,3.9218E+18
835.0,1.0032E+00,2.37901E-19,4.2169E+18
836.0,9.7234E-01,2.37617E-19,4.0921E+18
837.0,1.0092E+00,2.37333E-19,4.2523E+18
838.0,9.9901E-01,2.37049E-19,4.2144E+18
839.0,1.0013E+00,2.36767E-19,4.2291E+18
840.0,1.0157E+00,2.36485E-19,4.2950E+18
841.0,1.0101E+00,2.36204E-19,4.2764E+18
842.0,9.9703E-01,2.35923E-19,4.2261E+18
843.0,1.0053E+00,2.35644E-19,4.2662E+18
844.0,9.8631E-01,2.35364E-19,4.1906E+18
845.0,1.0165E+00,2.35086E-19,4.3240E+18
846.0,1.0187E+00,2.34808E-19,4.3384E+18
847.0,9.9170E-01,2.34531E-19,4.2284E+18
848.0,9.9217E-01,2.34254E-19,4.2354E+18
849.0,9.8596E-01,2.33978E-19,4.2139E+18
850.0,8.9372E-01,2.33703E-19,3.8242E+18
851.0,9.7493E-01,2.33428E-19,4.1766E+18
852.0,9.6927E-01,2.33154E-19,4.1572E+18
853.0,9.6486E-01,2.32881E-19,4.1431E+18
854.0,8.5112E-01,2.32608E-19,3.6590E+18
855.0,9.1300E-01,2.32336E-19,3.9296E+18
856.0,9.7317E-01,2.32065E-19,4.1935E+18
857.0,9.9166E-01,2.31794E-19,4.2782E+18
858.0,9.9196E-01,2.31524E-19,4.2845E+18
859.0,9.9171E-01,2.31254E-19,4.2884E+18
860.0,9.8816E-01,2.30985E-19,4.2780E+18
861.0,9.8679E-01,2.30717E-19,4.2771E+18
862.0,9.9449E-01,2.3045E-19,4.3154E+18
863.0,1.0005E+00,2.30182E-19,4.3466E+18
864.0,9.7916E-01,2.29916E-19,4.2588E+18
865.0,9.6324E-01,2.2965E-19,4.1944E+18
866.0,8.4900E-01,2.29385E-19,3.7012E+18
867.0,9.1546E-01,2.29121E-19,3.9955E+18
868.0,9.5920E-01,2.28857E-19,4.1913E+18
869.0,9.4956E-01,2.28593E-19,4.1539E+18
870.0,9.6755E-01,2.2833E-19,4.2375E+18
871.0,9.5387E-01,2.28068E-19,4.1824E+18
872.0,9.6686E-01,2.27807E-19,4.2442E+18
873.0,9.5721E-01,2.27546E-19,4.2067E+18
874.0,9.4042E-01,2.27285E-19,4.1376E+18
875.0,9.2687E-01,2.27026E-19,4.0827E+18
876.0,9.5277E-01,2.26767E-19,4.2015E+18
877.0,9.5615E-01,2.26508E-19,4.2213E+18
878.0,9.5237E-01,2.2625E-19,4.2094E+18
879.0,9.3656E-01,2.25993E-19,4.1442E+18
880.0,9.3957E-01,2.25736E-19,4.1623E+18
881.0,9.0861E-01,2.2548E-19,4.0297E+18
882.0,9.3245E-01,2.25224E-19,4.1401E+18
883.0,9.2927E-01,2.24969E-19,4.1307E+18
884.0,9.3305E-01,2.24714E-19,4.1522E+18
885.0,9.4423E-01,2.2446E-19,4.2067E+18
886.0,9.0752E-01,2.24207E-19,4.0477E+18
887.0,9.1062E-01,2.23954E-19,4.0661E+18
888.0,9.2228E-01,2.23702E-19,4.1228E+18
889.0,9.3455E-01,2.2345E-19,4.1824E+18
890.0,9.2393E-01,2.23199E-19,4.1395E+18
891.0,9.2584E-01,2.22949E-19,4.1527E+18
892.0,9.0881E-01,2.22699E-19,4.0809E+18
893.0,8.7327E-01,2.2245E-19,3.9257E+18
894.0,8.5130E-01,2.22201E-19,3.8312E+18
895.0,8.1357E-01,2.21952E-19,3.6655E+18
896.0,7.6253E-01,2.21705E-19,3.4394E+18
897.0,6.6566E-01,2.21458E-19,3.0058E+18
898.0,7.1780E-01,2.21211E-19,3.2449E+18
899.0,5.4871E-01,2.20965E-19,2.4832E+18
900.0,7.4260E-01,2.20719E-19,3.3645E+18
901.0,5.9933E-01,2.20474E-19,2.7184E+18
902.0,6.6791E-01,2.2023E-19,3.0328E+18
903.0,6.8889E-01,2.19986E-19,3.1315E+18
904.0,8.4457E-01,2.19743E-19,3.8434E+18
905.0,8.1709E-01,2.195E-19,3.7225E+18
906.0,7.7558E-01,2.19258E-19,3.5373E+18
907.0,6.3854E-01,2.19016E-19,2.9155E+18
908.0,6.5217E-01,2.18775E-19,2.9810E+18
909.0,7.0431E-01,2.18534E-19,3.2229E+18
910.0,6.2467E-01,2.18294E-19,2.8616E+18
911.0,6.6808E-01,2.18054E-19,3.0638E+18
912.0,6.8893E-01,2.17815E-19,3.1629E+18
913.0,6.2834E-01,2.17577E-19,2.8879E+18
914.0,6.2649E-01,2.17339E-19,2.8826E+18
915.0,6.7836E-01,2.17101E-19,3.1246E+18
916.0,5.7646E-01,2.16864E-19,2.6582E+18
917.0,7.3017E-01,2.16628E-19,3.3706E+18
918.0,5.9271E-01,2.16392E-19,2.7391E+18
919.0,7.3877E-01,2.16156E-19,3.4178E+18
920.0,7.4414E-01,2.15921E-19,3.4464E+18
921.0,7.8049E-01,2.15687E-19,3.6186E+18
922.0,7.0026E-01,2.15453E-19,3.2502E+18
923.0,7.4504E-01,2.15219E-19,3.4618E+18
924.0,7.2150E-01,2.14986E-19,3.3560E+18
925.0,7.1110E-01,2.14754E-19,3.3112E+18
926.0,7.0331E-01,2.14522E-19,3.2785E+18
927.0,7.8742E-01,2.14291E-19,3.6745E+18
928.0,5.8968E-01,2.1406E-19,2.7547E+18
929.0,5.5127E-01,2.13829E-19,2.5781E+18
930.0,4.3210E-01,2.13599E-19,2.0229E+18
931.0,4.0921E-01,2.1337E-19,1.9178E+18
932.0,3.0086E-01,2.13141E-19,1.4116E+18
933.0,2.4841E-01,2.12913E-19,1.1667E+18
934.0,1.4380E-01,2.12685E-19,6.7612E+17
935.0,2.5084E-01,2.12457E-19,1.1807E+18
936.0,1.6142E-01,2.1223E-19,7.6059E+17
937.0,1.6338E-01,2.12004E-19,7.7065E+17
938.0,2.0058E-01,2.11778E-19,9.4713E+17
939.0,3.9887E-01,2.11552E-19,1.8854E+18
940.0,4.7181E-01,2.11327E-19,2.2326E+18
941.0,3.7195E-01,2.11103E-19,1.7619E+18
942.0,4.0532E-01,2.10878E-19,1.9221E+18
943.0,2.7834E-01,2.10655E-19,1.3213E+18
944.0,2.8579E-01,2.10432E-19,1.3581E+18
945.0,3.6821E-01,2.10209E-19,1.7516E+18
946.0,1.9461E-01,2.09987E-19,9.2677E+17
947.0,3.7112E-01,2.09765E-19,1.7692E+18
948.0,2.7423E-01,2.09544E-19,1.3087E+18
949.0,4.9396E-01,2.09323E-19,2.3598E+18
950.0,1.4726E-01,2.09103E-19,7.0425E+17
951.0,4.8378E-01,2.08883E-19,2.3160E+18
952.0,2.6891E-01,2.08663E-19,1.2887E+18
953.0,3.4362E-01,2.08444E-19,1.6485E+18
954.0,4.2411E-01,2.08226E-19,2.0368E+18
955.0,3.4117E-01,2.08008E-19,1.6402E+18
956.0,3.2821E-01,2.0779E-19,1.5795E+18
957.0,2.7067E-01,2.07573E-19,1.3040E+18
958.0,4.6101E-01,2.07356E-19,2.2233E+18
959.0,3.7385E-01,2.0714E-19,1.8048E+18
960.0,4.2066E-01,2.06924E-19,2.0329E+18
961.0,4.6120E-01,2.06709E-19,2.2312E+18
962.0,4.4174E-01,2.06494E-19,2.1392E+18
963.0,5.0503E-01,2.0628E-19,2.4483E+18
964.0,4.5860E-01,2.06066E-19,2.2255E+18
965.0,5.0374E-01,2.05852E-19,2.4471E+18
966.0,5.0275E-01,2.05639E-19,2.4448E+18
967.0,5.0240E-01,2.05427E-19,2.4456E+18
968.0,6.5210E-01,2.05214E-19,3.1777E+18
969.0,6.8622E-01,2.05003E-19,3.3474E+18
